date,confirmed,deaths,tests,positives,recovered,hosp,icu,vent,vaccines,population,administrative_area_level,administrative_area_level_1,state,administrative_area_level_3,id,active,date_int,date_str
23/07/2020,447,4,199703,447,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,2,44035,23/07/2020
23/07/2020,229,13,63360,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44035,23/07/2020
23/07/2020,7125,50,1413115,7125,3298,201,40,24,0,6629870,2,Australia,Victoria,NA,6c5dccdb,3777,44035,23/07/2020
23/07/2020,633,9,232977,633,610,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,14,44035,23/07/2020
24/07/2020,13574,141,3795421,13574,8718,217,44,1,0,25459470,1,Australia,NA,NA,99999999,4715,44036,24/07/2020
24/07/2020,113,3,46215,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44036,24/07/2020
24/07/2020,3640,49,1297429,3640,2799,7,3,1,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,792,44036,24/07/2020
24/07/2020,31,0,21825,31,29,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44036,24/07/2020
24/07/2020,1076,6,489894,1076,1063,2,0,0,0,5115451,2,Australia,Queensland,NA,36068882,7,44036,24/07/2020
24/07/2020,447,4,203045,447,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,2,44036,24/07/2020
24/07/2020,229,13,64268,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44036,24/07/2020
24/07/2020,7405,57,1437233,7405,3450,206,41,0,0,6629870,2,Australia,Victoria,NA,6c5dccdb,3898,44036,24/07/2020
24/07/2020,633,9,235512,633,612,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,12,44036,24/07/2020
25/07/2020,13927,146,3859505,13927,8804,239,46,1,0,25459470,1,Australia,NA,NA,99999999,4977,44037,25/07/2020
25/07/2020,113,3,47288,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44037,25/07/2020
25/07/2020,3654,49,1327964,3654,2799,6,4,1,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,806,44037,25/07/2020
25/07/2020,31,0,22108,31,29,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44037,25/07/2020
25/07/2020,1076,6,497848,1076,1063,2,0,0,0,5115451,2,Australia,Queensland,NA,36068882,7,44037,25/07/2020
25/07/2020,447,4,206049,447,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,2,44037,25/07/2020
25/07/2020,229,13,65190,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44037,25/07/2020
25/07/2020,7744,62,1457546,7744,3529,229,42,0,0,6629870,2,Australia,Victoria,NA,6c5dccdb,4153,44037,25/07/2020
25/07/2020,633,9,235512,633,619,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,5,44037,25/07/2020
26/07/2020,14380,156,3935124,14380,8957,241,46,22,0,25459470,1,Australia,NA,NA,99999999,5267,44038,26/07/2020
26/07/2020,113,3,47917,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44038,26/07/2020
26/07/2020,3668,49,1353103,3668,2799,9,4,1,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,820,44038,26/07/2020
26/07/2020,31,0,22251,31,29,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44038,26/07/2020
26/07/2020,1076,6,502468,1076,1063,2,0,0,0,5115451,2,Australia,Queensland,NA,36068882,7,44038,26/07/2020
26/07/2020,447,4,207884,447,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,2,44038,26/07/2020
26/07/2020,229,13,65470,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44038,26/07/2020
26/07/2020,8181,72,1500519,8181,3680,228,42,21,0,6629870,2,Australia,Victoria,NA,6c5dccdb,4429,44038,26/07/2020
26/07/2020,635,9,235512,635,621,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,5,44038,26/07/2020
27/07/2020,14912,162,3987090,14912,9098,259,49,24,0,25459470,1,Australia,NA,NA,99999999,5652,44039,27/07/2020
27/07/2020,113,3,48240,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44039,27/07/2020
27/07/2020,3685,49,1375135,3685,2800,10,5,1,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,836,44039,27/07/2020
27/07/2020,31,0,22526,31,29,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44039,27/07/2020
27/07/2020,1076,6,505628,1076,1063,2,0,0,0,5115451,2,Australia,Queensland,NA,36068882,7,44039,27/07/2020
27/07/2020,447,4,209996,447,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,2,44039,27/07/2020
27/07/2020,229,13,66019,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44039,27/07/2020
27/07/2020,8696,78,1518107,8696,3817,245,44,23,0,6629870,2,Australia,Victoria,NA,6c5dccdb,4801,44039,27/07/2020
27/07/2020,635,9,241439,635,624,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,2,44039,27/07/2020
28/07/2020,15281,168,4032061,15281,9218,275,47,24,0,25459470,1,Australia,NA,NA,99999999,5895,44040,28/07/2020
28/07/2020,113,3,48686,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44040,28/07/2020
28/07/2020,3699,49,1391144,3699,2800,11,5,1,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,850,44040,28/07/2020
28/07/2020,31,0,23084,31,29,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44040,28/07/2020
28/07/2020,1076,6,510206,1076,1063,2,0,0,0,5115451,2,Australia,Queensland,NA,36068882,7,44040,28/07/2020
28/07/2020,448,4,212490,448,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,3,44040,28/07/2020
28/07/2020,229,13,66544,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44040,28/07/2020
28/07/2020,9049,84,1536628,9049,3937,260,42,23,0,6629870,2,Australia,Victoria,NA,6c5dccdb,5028,44040,28/07/2020
28/07/2020,636,9,243279,636,624,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,3,44040,28/07/2020
29/07/2020,15560,177,4098249,15560,9407,323,46,1,0,25459470,1,Australia,NA,NA,99999999,5976,44041,29/07/2020
29/07/2020,113,3,49618,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44041,29/07/2020
29/07/2020,3718,49,1409687,3718,2800,10,5,1,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,869,44041,29/07/2020
29/07/2020,31,0,23511,31,30,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,1,44041,29/07/2020
29/07/2020,1079,6,518517,1079,1065,4,0,0,0,5115451,2,Australia,Queensland,NA,36068882,8,44041,29/07/2020
29/07/2020,448,4,228850,448,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,3,44041,29/07/2020
29/07/2020,229,13,67183,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44041,29/07/2020
29/07/2020,9304,93,1554705,9304,4123,307,41,0,0,6629870,2,Australia,Victoria,NA,6c5dccdb,5088,44041,29/07/2020
29/07/2020,638,9,246178,638,624,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,5,44041,29/07/2020
30/07/2020,16277,190,4163102,16277,9541,330,40,1,0,25459470,1,Australia,NA,NA,99999999,6546,44042,30/07/2020
30/07/2020,113,3,50368,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44042,30/07/2020
30/07/2020,3736,49,1436834,3736,2800,11,6,1,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,887,44042,30/07/2020
30/07/2020,31,0,24078,31,30,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,1,44042,30/07/2020
30/07/2020,1082,6,526768,1082,1065,5,0,0,0,5115451,2,Australia,Queensland,NA,36068882,11,44042,30/07/2020
30/07/2020,449,4,233614,449,441,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,4,44042,30/07/2020
30/07/2020,229,13,68137,229,215,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44042,30/07/2020
30/07/2020,9998,106,1574626,9998,4259,312,34,0,0,6629870,2,Australia,Victoria,NA,6c5dccdb,5633,44042,30/07/2020
30/07/2020,639,9,248677,639,622,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,8,44042,30/07/2020
31/07/2020,16880,198,4238305,16880,9765,367,44,27,0,25459470,1,Australia,NA,NA,99999999,6917,44043,31/07/2020
31/07/2020,113,3,50856,113,109,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,1,44043,31/07/2020
31/07/2020,3756,49,1462155,3756,2800,11,8,4,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,907,44043,31/07/2020
31/07/2020,32,0,24538,32,30,1,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44043,31/07/2020
31/07/2020,1083,6,535844,1083,1066,5,0,0,0,5115451,2,Australia,Queensland,NA,36068882,11,44043,31/07/2020
31/07/2020,450,4,237766,450,443,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,3,44043,31/07/2020
31/07/2020,229,13,68905,229,216,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44043,31/07/2020
31/07/2020,10577,114,1608452,10577,4479,349,36,23,0,6629870,2,Australia,Victoria,NA,6c5dccdb,5984,44043,31/07/2020
31/07/2020,640,9,249789,640,622,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,9,44043,31/07/2020
1/08/2020,17254,202,4307224,17254,9982,401,50,28,0,25459470,1,Australia,NA,NA,99999999,7070,44044,1/08/2020
1/08/2020,113,3,51714,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44044,1/08/2020
1/08/2020,3773,50,1485613,3773,2801,13,9,4,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,922,44044,1/08/2020
1/08/2020,33,0,24915,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44044,1/08/2020
1/08/2020,1084,6,549547,1084,1066,6,0,0,0,5115451,2,Australia,Queensland,NA,36068882,12,44044,1/08/2020
1/08/2020,451,4,242141,451,443,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,4,44044,1/08/2020
1/08/2020,229,13,69552,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44044,1/08/2020
1/08/2020,10931,117,1633953,10931,4696,379,41,24,0,6629870,2,Australia,Victoria,NA,6c5dccdb,6118,44044,1/08/2020
1/08/2020,640,9,249789,640,620,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,11,44044,1/08/2020
2/08/2020,17895,209,4364382,17895,10206,408,46,30,0,25459470,1,Australia,NA,NA,99999999,7480,44045,2/08/2020
2/08/2020,113,3,52639,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44045,2/08/2020
2/08/2020,3784,50,1508040,3784,2802,13,8,4,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,932,44045,2/08/2020
2/08/2020,33,0,25211,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44045,2/08/2020
2/08/2020,1085,6,560607,1085,1066,7,0,0,0,5115451,2,Australia,Queensland,NA,36068882,13,44045,2/08/2020
2/08/2020,453,4,246160,453,443,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,6,44045,2/08/2020
2/08/2020,229,13,69983,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44045,2/08/2020
2/08/2020,11557,124,1651953,11557,4915,385,38,26,0,6629870,2,Australia,Victoria,NA,6c5dccdb,6518,44045,2/08/2020
2/08/2020,641,9,249789,641,624,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,8,44045,2/08/2020
3/08/2020,18290,222,4429911,18290,10403,439,43,31,0,25459470,1,Australia,NA,NA,99999999,7665,44046,3/08/2020
3/08/2020,113,3,53182,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44046,3/08/2020
3/08/2020,3797,50,1526863,3797,2802,13,8,5,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,945,44046,3/08/2020
3/08/2020,33,0,25351,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44046,3/08/2020
3/08/2020,1085,6,569392,1085,1067,7,0,0,0,5115451,2,Australia,Queensland,NA,36068882,12,44046,3/08/2020
3/08/2020,455,4,250229,455,443,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,8,44046,3/08/2020
3/08/2020,229,13,70359,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44046,3/08/2020
3/08/2020,11937,137,1676953,11937,5111,416,35,26,0,6629870,2,Australia,Victoria,NA,6c5dccdb,6689,44046,3/08/2020
3/08/2020,641,9,257582,641,624,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,8,44046,3/08/2020
4/08/2020,18702,233,4481617,18702,10577,483,44,5,0,25459470,1,Australia,NA,NA,99999999,7892,44047,4/08/2020
4/08/2020,113,3,53678,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44047,4/08/2020
4/08/2020,3809,50,1539739,3809,2802,17,6,5,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,957,44047,4/08/2020
4/08/2020,33,0,25550,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44047,4/08/2020
4/08/2020,1085,6,581286,1085,1067,7,0,0,0,5115451,2,Australia,Queensland,NA,36068882,12,44047,4/08/2020
4/08/2020,457,4,252855,457,443,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,10,44047,4/08/2020
4/08/2020,229,13,70931,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44047,4/08/2020
4/08/2020,12335,148,1697953,12335,5283,456,38,0,0,6629870,2,Australia,Victoria,NA,6c5dccdb,6904,44047,4/08/2020
4/08/2020,641,9,259625,641,626,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,6,44047,4/08/2020
5/08/2020,19416,248,4552081,19416,10721,566,51,36,0,25459470,1,Australia,NA,NA,99999999,8447,44048,5/08/2020
5/08/2020,113,3,54336,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44048,5/08/2020
5/08/2020,3820,50,1561826,3820,2802,20,9,6,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,968,44048,5/08/2020
5/08/2020,33,0,26014,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44048,5/08/2020
5/08/2020,1088,6,595001,1088,1069,5,0,0,0,5115451,2,Australia,Queensland,NA,36068882,13,44048,5/08/2020
5/08/2020,456,4,258408,456,444,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,8,44048,5/08/2020
5/08/2020,229,13,71467,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44048,5/08/2020
5/08/2020,13035,163,1721953,13035,5424,538,42,30,0,6629870,2,Australia,Victoria,NA,6c5dccdb,7448,44048,5/08/2020
5/08/2020,642,9,263076,642,626,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,7,44048,5/08/2020
6/08/2020,19863,256,4632089,19863,10926,600,52,34,0,25459470,1,Australia,NA,NA,99999999,8681,44049,6/08/2020
6/08/2020,113,3,56007,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44049,6/08/2020
6/08/2020,3832,50,1589861,3832,2802,16,10,4,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,980,44049,6/08/2020
6/08/2020,33,0,26563,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44049,6/08/2020
6/08/2020,1088,6,609607,1088,1069,6,0,0,0,5115451,2,Australia,Queensland,NA,36068882,13,44049,6/08/2020
6/08/2020,457,4,264410,457,445,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,8,44049,6/08/2020
6/08/2020,229,13,72474,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44049,6/08/2020
6/08/2020,13469,171,1746953,13469,5628,575,42,30,0,6629870,2,Australia,Victoria,NA,6c5dccdb,7670,44049,6/08/2020
6/08/2020,642,9,266214,642,626,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,7,44049,6/08/2020
7/08/2020,20273,267,4724026,20273,11128,632,51,33,0,25459470,1,Australia,NA,NA,99999999,8878,44050,7/08/2020
7/08/2020,113,3,56219,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44050,7/08/2020
7/08/2020,3842,50,1617799,3842,2802,15,10,5,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,990,44050,7/08/2020
7/08/2020,33,0,27125,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44050,7/08/2020
7/08/2020,1088,6,638011,1088,1069,6,0,0,0,5115451,2,Australia,Queensland,NA,36068882,13,44050,7/08/2020
7/08/2020,459,4,270926,459,445,1,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,10,44050,7/08/2020
7/08/2020,229,13,73251,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44050,7/08/2020
7/08/2020,13867,182,1771953,13867,5829,607,41,28,0,6629870,2,Australia,Victoria,NA,6c5dccdb,7856,44050,7/08/2020
7/08/2020,642,9,268742,642,627,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,6,44050,7/08/2020
8/08/2020,20698,279,4764223,20698,11367,659,53,35,0,25459470,1,Australia,NA,NA,99999999,9052,44051,8/08/2020
8/08/2020,113,3,56723,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44051,8/08/2020
8/08/2020,3851,50,1642220,3851,2802,15,9,6,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,999,44051,8/08/2020
8/08/2020,33,0,27618,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44051,8/08/2020
8/08/2020,1088,6,656876,1088,1069,4,0,0,0,5115451,2,Australia,Queensland,NA,36068882,13,44051,8/08/2020
8/08/2020,459,4,278180,459,446,1,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,9,44051,8/08/2020
8/08/2020,229,13,73895,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44051,8/08/2020
8/08/2020,14283,194,1759969,14283,6066,636,44,29,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8023,44051,8/08/2020
8/08/2020,642,9,268742,642,628,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,5,44051,8/08/2020
9/08/2020,21084,296,4857414,21084,11680,659,51,32,0,25459470,1,Australia,NA,NA,99999999,9108,44052,9/08/2020
9/08/2020,113,3,57290,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44052,9/08/2020
9/08/2020,3861,50,1673901,3861,2802,17,8,6,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1009,44052,9/08/2020
9/08/2020,33,0,27946,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44052,9/08/2020
9/08/2020,1088,6,668751,1088,1069,4,0,0,0,5115451,2,Australia,Queensland,NA,36068882,13,44052,9/08/2020
9/08/2020,459,4,285214,459,446,1,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,9,44052,9/08/2020
9/08/2020,229,13,74185,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44052,9/08/2020
9/08/2020,14659,211,1801385,14659,6378,634,43,26,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8070,44052,9/08/2020
9/08/2020,642,9,268742,642,629,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,4,44052,9/08/2020
10/08/2020,21397,315,4918546,21397,11949,664,55,37,0,25459470,1,Australia,NA,NA,99999999,9133,44053,10/08/2020
10/08/2020,113,3,59852,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44053,10/08/2020
10/08/2020,3875,50,1693821,3875,2802,17,8,6,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1023,44053,10/08/2020
10/08/2020,33,0,28123,33,30,3,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,3,44053,10/08/2020
10/08/2020,1089,6,677300,1089,1072,4,0,0,0,5115451,2,Australia,Queensland,NA,36068882,11,44053,10/08/2020
10/08/2020,459,4,289707,459,447,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,8,44053,10/08/2020
10/08/2020,229,13,74585,229,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,0,44053,10/08/2020
10/08/2020,14957,230,1820598,14957,6642,640,47,31,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8085,44053,10/08/2020
10/08/2020,642,9,274560,642,630,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,3,44053,10/08/2020
11/08/2020,21714,334,4980172,21714,12200,673,59,33,0,25459470,1,Australia,NA,NA,99999999,9180,44054,11/08/2020
11/08/2020,113,3,60508,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44054,11/08/2020
11/08/2020,3897,50,1707078,3897,2802,17,8,6,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1045,44054,11/08/2020
11/08/2020,33,0,28496,33,31,2,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44054,11/08/2020
11/08/2020,1089,6,683824,1089,1075,4,0,0,0,5115451,2,Australia,Queensland,NA,36068882,8,44054,11/08/2020
11/08/2020,459,4,294036,459,447,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,8,44054,11/08/2020
11/08/2020,230,13,74963,230,216,0,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44054,11/08/2020
11/08/2020,15251,249,1854688,15251,6889,650,51,27,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8113,44054,11/08/2020
11/08/2020,642,9,276579,642,630,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,3,44054,11/08/2020
12/08/2020,22127,355,5041344,22127,12587,686,51,32,0,25459470,1,Australia,NA,NA,99999999,9185,44055,12/08/2020
12/08/2020,113,3,61255,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44055,12/08/2020
12/08/2020,3915,50,1727182,3915,2802,17,8,7,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1063,44055,12/08/2020
12/08/2020,33,0,29045,33,31,2,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44055,12/08/2020
12/08/2020,1089,6,693707,1089,1076,4,0,0,0,5115451,2,Australia,Queensland,NA,36068882,7,44055,12/08/2020
12/08/2020,459,4,299549,459,449,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,6,44055,12/08/2020
12/08/2020,230,13,75875,230,216,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44055,12/08/2020
12/08/2020,15646,270,1874615,15646,7271,662,43,25,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8105,44055,12/08/2020
12/08/2020,642,9,280116,642,632,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,1,44055,12/08/2020
13/08/2020,22358,364,5109785,22358,12809,686,44,31,0,25459470,1,Australia,NA,NA,99999999,9185,44056,13/08/2020
13/08/2020,113,3,62424,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44056,13/08/2020
13/08/2020,3927,51,1751803,3927,2802,15,7,6,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1074,44056,13/08/2020
13/08/2020,33,0,29474,33,31,2,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44056,13/08/2020
13/08/2020,1089,6,705622,1089,1076,4,0,0,0,5115451,2,Australia,Queensland,NA,36068882,7,44056,13/08/2020
13/08/2020,459,4,305055,459,449,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,6,44056,13/08/2020
13/08/2020,230,13,76837,230,216,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44056,13/08/2020
13/08/2020,15863,278,1895566,15863,7493,664,37,25,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8092,44056,13/08/2020
13/08/2020,644,9,283004,644,632,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,3,44056,13/08/2020
14/08/2020,22742,378,5180414,22742,13158,679,47,31,0,25459470,1,Australia,NA,NA,99999999,9206,44057,14/08/2020
14/08/2020,113,3,63631,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44057,14/08/2020
14/08/2020,3936,51,1781499,3936,2802,14,6,5,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1083,44057,14/08/2020
14/08/2020,33,0,29883,33,31,2,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,2,44057,14/08/2020
14/08/2020,1091,6,716420,1091,1076,3,0,0,0,5115451,2,Australia,Queensland,NA,36068882,9,44057,14/08/2020
14/08/2020,460,4,311863,460,449,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,7,44057,14/08/2020
14/08/2020,230,13,77576,230,216,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44057,14/08/2020
14/08/2020,16234,292,1914474,16234,7842,659,41,26,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8100,44057,14/08/2020
14/08/2020,645,9,285068,645,632,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,4,44057,14/08/2020
15/08/2020,23035,382,5243784,23035,13442,683,48,33,0,25459470,1,Australia,NA,NA,99999999,9211,44058,15/08/2020
15/08/2020,113,3,64828,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44058,15/08/2020
15/08/2020,3945,51,1808887,3945,2802,16,7,5,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1092,44058,15/08/2020
15/08/2020,33,0,30369,33,33,2,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,0,44058,15/08/2020
15/08/2020,1091,6,722095,1091,1079,3,0,0,0,5115451,2,Australia,Queensland,NA,36068882,6,44058,15/08/2020
15/08/2020,460,4,316425,460,449,0,0,0,0,1756494,2,Australia,South Australia,NA,165128d0,7,44058,15/08/2020
15/08/2020,230,13,78376,230,216,1,0,0,0,535500,2,Australia,Tasmania,NA,86525f8e,1,44058,15/08/2020
15/08/2020,16517,296,1937736,16517,8121,661,41,28,0,6629870,2,Australia,Victoria,NA,6c5dccdb,8100,44058,15/08/2020
15/08/2020,646,9,285068,646,632,0,0,0,0,2630557,2,Australia,Western Australia,NA,1f999f12,5,44058,15/08/2020
16/08/2020,23288,399,5297558,23288,13893,680,47,34,0,25459470,1,Australia,NA,NA,99999999,8996,44059,16/08/2020
16/08/2020,113,3,65008,113,110,0,0,0,0,428060,2,Australia,Australian Capital Territory,NA,f42f23e3,0,44059,16/08/2020
16/08/2020,3950,52,1832980,3950,2802,14,7,5,0,8117976,2,Australia,New South Wales,NA,5c4dd6e0,1096,44059,16/08/2020
16/08/2020,33,0,30527,33,33,0,0,0,0,245562,2,Australia,Northern Territory,NA,a079fdb2,0,44059,16/08/2020
