date,us_date,confirmed,deaths,active,tests,positives,recovered,hosp,icu,vent,vaccines,vaccines_1,vaccines_2,population,administrative_area_level_2
18/06/2020,2020-06-18,593,9,2,152603,593,582,0,0,0,0,0,0,2630557,Western Australia
19/06/2020,2020-06-19,108,3,0,25300,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
19/06/2020,2020-06-19,3332,49,513,695981,3332,2770,9,0,0,0,0,0,8117976,New South Wales
19/06/2020,2020-06-19,29,0,0,11243,29,29,0,0,0,0,0,0,245562,Northern Territory
19/06/2020,2020-06-19,1066,6,7,268286,1066,1053,1,0,0,0,0,0,5115451,Queensland
19/06/2020,2020-06-19,440,4,0,134688,440,436,0,0,0,0,0,0,1756494,South Australia
19/06/2020,2020-06-19,228,13,0,42995,228,215,0,0,0,0,0,0,535500,Tasmania
19/06/2020,2020-06-19,1792,19,93,635897,1792,1680,5,2,2,0,0,0,6629870,Victoria
19/06/2020,2020-06-19,593,9,2,155815,593,582,0,0,0,0,0,0,2630557,Western Australia
20/06/2020,2020-06-20,108,3,0,25564,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
20/06/2020,2020-06-20,3333,49,513,712174,3333,2771,10,0,0,0,0,0,8117976,New South Wales
20/06/2020,2020-06-20,29,0,0,11417,29,29,0,0,0,0,0,0,245562,Northern Territory
20/06/2020,2020-06-20,1066,6,7,271860,1066,1053,1,0,0,0,0,0,5115451,Queensland
20/06/2020,2020-06-20,440,4,0,136378,440,436,0,0,0,0,0,0,1756494,South Australia
20/06/2020,2020-06-20,228,13,0,43822,228,215,0,0,0,0,0,0,535500,Tasmania
20/06/2020,2020-06-20,1817,19,112,645401,1817,1686,6,3,0,0,0,0,6629870,Victoria
20/06/2020,2020-06-20,593,9,2,158762,593,582,0,0,0,0,0,0,2630557,Western Australia
21/06/2020,2020-06-21,108,3,0,25905,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
21/06/2020,2020-06-21,3338,49,518,725817,3338,2771,8,0,0,0,0,0,8117976,New South Wales
21/06/2020,2020-06-21,29,0,0,11533,29,29,0,0,0,0,0,0,245562,Northern Territory
21/06/2020,2020-06-21,1066,6,7,274688,1066,1053,1,0,0,0,0,0,5115451,Queensland
21/06/2020,2020-06-21,440,4,0,137290,440,436,0,0,0,0,0,0,1756494,South Australia
21/06/2020,2020-06-21,228,13,0,44025,228,215,0,0,0,0,0,0,535500,Tasmania
21/06/2020,2020-06-21,1836,19,123,660801,1836,1694,5,2,0,0,0,0,6629870,Victoria
21/06/2020,2020-06-21,594,9,3,161265,594,582,0,0,0,0,0,0,2630557,Western Australia
22/06/2020,2020-06-22,108,3,0,26075,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
22/06/2020,2020-06-22,3340,49,520,734669,3340,2771,8,0,0,0,0,0,8117976,New South Wales
22/06/2020,2020-06-22,29,0,0,11566,29,29,0,0,0,0,0,0,245562,Northern Territory
22/06/2020,2020-06-22,1066,6,7,323895,1066,1053,1,0,0,0,0,0,5115451,Queensland
22/06/2020,2020-06-22,440,4,0,138170,440,436,0,0,0,0,0,0,1756494,South Australia
22/06/2020,2020-06-22,228,13,0,44294,228,215,0,0,0,0,0,0,535500,Tasmania
22/06/2020,2020-06-22,1847,19,127,667115,1847,1701,7,2,0,0,0,0,6629870,Victoria
22/06/2020,2020-06-22,594,9,3,162065,594,582,0,0,0,0,0,0,2630557,Western Australia
23/06/2020,2020-06-23,108,3,0,26480,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
23/06/2020,2020-06-23,3339,49,519,742962,3339,2771,9,0,0,0,0,0,8117976,New South Wales
23/06/2020,2020-06-23,29,0,0,11878,29,29,0,0,0,0,0,0,245562,Northern Territory
23/06/2020,2020-06-23,1066,6,7,327530,1066,1053,1,0,0,0,0,0,5115451,Queensland
23/06/2020,2020-06-23,440,4,0,139594,440,436,0,0,0,0,0,0,1756494,South Australia
23/06/2020,2020-06-23,228,13,0,44966,228,215,0,0,0,0,0,0,535500,Tasmania
23/06/2020,2020-06-23,1864,19,133,675264,1864,1712,9,3,0,0,0,0,6629870,Victoria
23/06/2020,2020-06-23,596,9,4,164147,596,583,0,0,0,0,0,0,2630557,Western Australia
24/06/2020,2020-06-24,108,3,0,26937,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
24/06/2020,2020-06-24,3348,49,528,756240,3348,2771,8,0,0,0,0,0,8117976,New South Wales
24/06/2020,2020-06-24,29,0,0,12099,29,29,0,0,0,0,0,0,245562,Northern Territory
24/06/2020,2020-06-24,1066,6,7,334084,1066,1053,1,0,0,0,0,0,5115451,Queensland
24/06/2020,2020-06-24,440,4,0,141630,440,436,0,0,0,0,0,0,1756494,South Australia
24/06/2020,2020-06-24,228,13,0,45970,228,215,0,0,0,0,0,0,535500,Tasmania
24/06/2020,2020-06-24,1884,20,143,696263,1884,1721,7,2,0,0,0,0,6629870,Victoria
24/06/2020,2020-06-24,596,9,4,167201,596,583,0,0,0,0,0,0,2630557,Western Australia
25/06/2020,2020-06-25,108,3,0,27529,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
25/06/2020,2020-06-25,3351,50,525,773415,3351,2776,8,0,0,0,0,0,8117976,New South Wales
25/06/2020,2020-06-25,29,0,0,12325,29,29,0,0,0,0,0,0,245562,Northern Territory
25/06/2020,2020-06-25,1066,6,6,340581,1066,1054,1,0,0,0,0,0,5115451,Queensland
25/06/2020,2020-06-25,440,4,0,143905,440,436,0,0,0,0,0,0,1756494,South Australia
25/06/2020,2020-06-25,228,13,0,46824,228,215,0,0,0,0,0,0,535500,Tasmania
25/06/2020,2020-06-25,1917,20,165,716567,1917,1732,7,2,0,0,0,0,6629870,Victoria
25/06/2020,2020-06-25,596,9,4,171195,596,583,0,0,0,0,0,0,2630557,Western Australia
26/06/2020,2020-06-26,108,3,0,28053,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
26/06/2020,2020-06-26,3357,50,525,788693,3357,2782,4,0,0,0,0,0,8117976,New South Wales
26/06/2020,2020-06-26,29,0,0,12606,29,29,0,0,0,0,0,0,245562,Northern Territory
26/06/2020,2020-06-26,1067,6,7,347610,1067,1054,2,0,0,0,0,0,5115451,Queensland
26/06/2020,2020-06-26,440,4,0,146127,440,436,0,0,0,0,0,0,1756494,South Australia
26/06/2020,2020-06-26,228,13,0,47685,228,215,0,0,0,0,0,0,535500,Tasmania
26/06/2020,2020-06-26,1947,20,185,736735,1947,1742,6,1,0,0,0,0,6629870,Victoria
26/06/2020,2020-06-26,596,9,4,174330,596,583,0,0,0,0,0,0,2630557,Western Australia
27/06/2020,2020-06-27,108,3,0,28364,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
27/06/2020,2020-06-27,3363,50,529,812427,3363,2784,5,0,0,0,0,0,8117976,New South Wales
27/06/2020,2020-06-27,29,0,0,12932,29,29,0,0,0,0,0,0,245562,Northern Territory
27/06/2020,2020-06-27,1067,6,7,353085,1067,1054,2,0,0,0,0,0,5115451,Queensland
27/06/2020,2020-06-27,440,4,0,147846,440,436,0,0,0,0,0,0,1756494,South Australia
27/06/2020,2020-06-27,228,13,0,48239,228,215,0,0,0,0,0,0,535500,Tasmania
27/06/2020,2020-06-27,1987,20,206,758838,1987,1761,5,1,0,0,0,0,6629870,Victoria
27/06/2020,2020-06-27,596,9,4,174330,596,583,0,0,0,0,0,0,2630557,Western Australia
28/06/2020,2020-06-28,108,3,0,29008,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
28/06/2020,2020-06-28,3366,50,532,830541,3366,2784,3,0,0,0,0,0,8117976,New South Wales
28/06/2020,2020-06-28,29,0,0,13209,29,29,0,0,0,0,0,0,245562,Northern Territory
28/06/2020,2020-06-28,1067,6,7,357915,1067,1054,1,0,0,0,0,0,5115451,Queensland
28/06/2020,2020-06-28,440,4,0,148844,440,436,0,0,0,0,0,0,1756494,South Australia
28/06/2020,2020-06-28,228,13,0,48536,228,215,0,0,0,0,0,0,535500,Tasmania
28/06/2020,2020-06-28,2028,20,233,776792,2028,1775,7,1,0,0,0,0,6629870,Victoria
28/06/2020,2020-06-28,597,9,5,174330,597,583,0,0,0,0,0,0,2630557,Western Australia
29/06/2020,2020-06-29,108,3,0,29282,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
29/06/2020,2020-06-29,3373,50,539,842374,3373,2784,5,0,0,0,0,0,8117976,New South Wales
29/06/2020,2020-06-29,29,0,0,13245,29,29,0,0,0,0,0,0,245562,Northern Territory
29/06/2020,2020-06-29,1067,6,7,360469,1067,1054,1,0,0,0,0,0,5115451,Queensland
29/06/2020,2020-06-29,443,4,3,149909,443,436,0,0,0,0,0,0,1756494,South Australia
29/06/2020,2020-06-29,228,13,0,48917,228,215,0,0,0,0,0,0,535500,Tasmania
29/06/2020,2020-06-29,2099,20,290,792173,2099,1789,9,1,0,0,0,0,6629870,Victoria
29/06/2020,2020-06-29,597,9,4,179326,597,584,0,0,0,0,0,0,2630557,Western Australia
30/06/2020,2020-06-30,108,3,0,29593,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
30/06/2020,2020-06-30,3378,50,544,855324,3378,2784,4,0,0,0,0,0,8117976,New South Wales
30/06/2020,2020-06-30,29,0,0,13307,29,29,0,0,0,0,0,0,245562,Northern Territory
30/06/2020,2020-06-30,1067,6,7,364981,1067,1054,1,0,0,0,0,0,5115451,Queensland
30/06/2020,2020-06-30,443,4,3,151285,443,436,0,0,0,0,0,0,1756494,South Australia
30/06/2020,2020-06-30,228,13,0,49390,228,215,0,0,0,0,0,0,535500,Tasmania
30/06/2020,2020-06-30,2159,20,323,809589,2159,1816,9,1,0,0,0,0,6629870,Victoria
30/06/2020,2020-06-30,599,9,6,182513,599,584,0,0,0,0,0,0,2630557,Western Australia
1/07/2020,2020-07-01,108,3,0,30332,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
1/07/2020,2020-07-01,3392,50,555,871567,3392,2787,2,1,0,0,0,0,8117976,New South Wales
1/07/2020,2020-07-01,29,0,0,13604,29,29,0,0,0,0,0,0,245562,Northern Territory
1/07/2020,2020-07-01,1067,6,7,370973,1067,1054,1,0,0,0,0,0,5115451,Queensland
1/07/2020,2020-07-01,443,4,3,153559,443,436,0,0,0,0,0,0,1756494,South Australia
1/07/2020,2020-07-01,228,13,0,49767,228,215,0,0,0,0,0,0,535500,Tasmania
1/07/2020,2020-07-01,2231,20,372,830271,2231,1839,15,2,0,0,0,0,6629870,Victoria
1/07/2020,2020-07-01,599,9,4,185850,599,586,0,0,0,0,0,0,2630557,Western Australia
2/07/2020,2020-07-02,108,3,0,31197,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
2/07/2020,2020-07-02,3400,50,563,889914,3400,2787,2,1,0,0,0,0,8117976,New South Wales
2/07/2020,2020-07-02,30,0,1,13959,30,29,1,0,0,0,0,0,245562,Northern Territory
2/07/2020,2020-07-02,1067,6,7,376719,1067,1054,1,0,0,0,0,0,5115451,Queensland
2/07/2020,2020-07-02,443,4,3,155482,443,436,0,0,0,0,0,0,1756494,South Australia
2/07/2020,2020-07-02,228,13,0,50967,228,215,0,0,0,0,0,0,535500,Tasmania
2/07/2020,2020-07-02,2303,20,417,856591,2303,1866,20,4,0,0,0,0,6629870,Victoria
2/07/2020,2020-07-02,599,9,4,188953,599,586,0,0,0,0,0,0,2630557,Western Australia
3/07/2020,2020-07-03,108,3,0,31563,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
3/07/2020,2020-07-03,3400,50,563,907762,3400,2787,2,1,0,0,0,0,8117976,New South Wales
3/07/2020,2020-07-03,30,0,1,14214,30,29,1,0,0,0,0,0,245562,Northern Territory
3/07/2020,2020-07-03,1067,6,7,382114,1067,1054,1,0,0,0,0,0,5115451,Queensland
3/07/2020,2020-07-03,443,4,3,157971,443,436,0,0,0,0,0,0,1756494,South Australia
3/07/2020,2020-07-03,228,13,0,52002,228,215,0,0,0,0,0,0,535500,Tasmania
3/07/2020,2020-07-03,2368,20,444,881021,2368,1904,23,6,0,0,0,0,6629870,Victoria
3/07/2020,2020-07-03,599,9,4,191213,599,586,0,0,0,0,0,0,2630557,Western Australia
4/07/2020,2020-07-04,108,3,0,32016,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
4/07/2020,2020-07-04,3405,50,567,924318,3405,2788,2,1,0,0,0,0,8117976,New South Wales
4/07/2020,2020-07-04,30,0,1,14523,30,29,1,0,0,0,0,0,245562,Northern Territory
4/07/2020,2020-07-04,1067,6,6,386727,1067,1055,1,0,0,0,0,0,5115451,Queensland
4/07/2020,2020-07-04,443,4,3,160000,443,436,0,0,0,0,0,0,1756494,South Australia
4/07/2020,2020-07-04,228,13,0,52665,228,215,0,0,0,0,0,0,535500,Tasmania
4/07/2020,2020-07-04,2469,20,511,906574,2469,1938,25,3,0,0,0,0,6629870,Victoria
4/07/2020,2020-07-04,599,9,3,191213,599,587,0,0,0,0,0,0,2630557,Western Australia
5/07/2020,2020-07-05,108,3,0,32273,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
5/07/2020,2020-07-05,3419,50,570,942432,3419,2799,2,1,0,0,0,0,8117976,New South Wales
5/07/2020,2020-07-05,30,0,1,14748,30,29,1,0,0,0,0,0,245562,Northern Territory
5/07/2020,2020-07-05,1067,6,6,390572,1067,1055,1,0,0,0,0,0,5115451,Queensland
5/07/2020,2020-07-05,443,4,3,161092,443,436,0,0,0,0,0,0,1756494,South Australia
5/07/2020,2020-07-05,228,13,0,52934,228,215,0,0,0,0,0,0,535500,Tasmania
5/07/2020,2020-07-05,2536,20,545,928171,2536,1971,26,3,0,0,0,0,6629870,Victoria
5/07/2020,2020-07-05,605,9,9,191213,605,587,0,0,0,0,0,0,2630557,Western Australia
6/07/2020,2020-07-06,108,3,0,32562,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
6/07/2020,2020-07-06,3429,50,580,953987,3429,2799,1,1,0,0,0,0,8117976,New South Wales
6/07/2020,2020-07-06,30,0,1,14773,30,29,1,0,0,0,0,0,245562,Northern Territory
6/07/2020,2020-07-06,1067,6,6,392238,1067,1055,1,0,0,0,0,0,5115451,Queensland
6/07/2020,2020-07-06,443,4,3,161999,443,436,0,0,0,0,0,0,1756494,South Australia
6/07/2020,2020-07-06,228,13,0,54799,228,215,0,0,0,0,0,0,535500,Tasmania
6/07/2020,2020-07-06,2660,22,646,952699,2660,1992,31,5,0,0,0,0,6629870,Victoria
6/07/2020,2020-07-06,608,9,12,196108,608,587,0,0,0,0,0,0,2630557,Western Australia
7/07/2020,2020-07-07,108,3,0,32562,108,105,0,0,0,0,0,0,428060,Australian Capital Territory
7/07/2020,2020-07-07,3433,50,585,963733,3433,2798,2,1,0,0,0,0,8117976,New South Wales
7/07/2020,2020-07-07,30,0,1,15112,30,29,1,0,0,0,0,0,245562,Northern Territory
7/07/2020,2020-07-07,1068,6,7,395027,1068,1055,1,0,0,0,0,0,5115451,Queensland
7/07/2020,2020-07-07,443,4,3,163444,443,436,0,0,0,0,0,0,1756494,South Australia
7/07/2020,2020-07-07,228,13,0,54092,228,215,0,0,0,0,0,0,535500,Tasmania
7/07/2020,2020-07-07,2824,22,774,979253,2824,2028,35,9,0,0,0,0,6629870,Victoria
7/07/2020,2020-07-07,608,9,12,197884,608,587,0,0,0,0,0,0,2630557,Western Australia
8/07/2020,2020-07-08,111,3,3,33223,111,105,0,0,0,0,0,0,428060,Australian Capital Territory
8/07/2020,2020-07-08,3440,50,593,979060,3440,2797,3,1,0,0,0,0,8117976,New South Wales
8/07/2020,2020-07-08,30,0,1,15476,30,29,1,0,0,0,0,0,245562,Northern Territory
8/07/2020,2020-07-08,1068,6,6,398844,1068,1056,1,0,0,0,0,0,5115451,Queensland
8/07/2020,2020-07-08,443,4,3,165600,443,436,0,0,0,0,0,0,1756494,South Australia
8/07/2020,2020-07-08,228,13,0,54639,228,215,0,0,0,0,0,0,535500,Tasmania
8/07/2020,2020-07-08,2942,22,862,1008677,2942,2058,41,7,0,0,0,0,6629870,Victoria
8/07/2020,2020-07-08,610,9,13,200887,610,588,0,0,0,0,0,0,2630557,Western Australia
9/07/2020,2020-07-09,112,3,4,33920,112,105,0,0,0,0,0,0,428060,Australian Capital Territory
9/07/2020,2020-07-09,3453,50,606,997736,3453,2797,3,1,0,0,0,0,8117976,New South Wales
9/07/2020,2020-07-09,30,0,1,15784,30,29,1,0,0,0,0,0,245562,Northern Territory
9/07/2020,2020-07-09,1068,6,5,406672,1068,1057,1,0,0,0,0,0,5115451,Queensland
9/07/2020,2020-07-09,443,4,0,167653,443,439,0,0,0,0,0,0,1756494,South Australia
9/07/2020,2020-07-09,228,13,0,55513,228,215,0,0,0,0,0,0,535500,Tasmania
9/07/2020,2020-07-09,3098,22,934,1030462,3098,2142,40,9,0,0,0,0,6629870,Victoria
9/07/2020,2020-07-09,613,9,16,203091,613,588,0,0,0,0,0,0,2630557,Western Australia
10/07/2020,2020-07-10,113,3,5,34801,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
10/07/2020,2020-07-10,3467,50,619,1007662,3467,2798,4,1,0,0,0,0,8117976,New South Wales
10/07/2020,2020-07-10,31,0,2,16092,31,29,2,0,0,0,0,0,245562,Northern Territory
10/07/2020,2020-07-10,1068,6,5,412838,1068,1057,1,0,0,0,0,0,5115451,Queensland
10/07/2020,2020-07-10,443,4,0,169757,443,439,0,0,0,0,0,0,1756494,South Australia
10/07/2020,2020-07-10,228,13,0,56139,228,215,0,0,0,0,0,0,535500,Tasmania
10/07/2020,2020-07-10,3379,22,1156,1068050,3379,2201,47,12,0,0,0,0,6629870,Victoria
10/07/2020,2020-07-10,616,9,19,204929,616,588,0,0,0,0,0,0,2630557,Western Australia
11/07/2020,2020-07-11,113,3,5,35872,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
11/07/2020,2020-07-11,3474,50,625,1024410,3474,2799,3,1,0,0,0,0,8117976,New South Wales
11/07/2020,2020-07-11,31,0,2,16734,31,29,2,0,0,0,0,0,245562,Northern Territory
11/07/2020,2020-07-11,1070,6,6,417970,1070,1058,1,0,0,0,0,0,5115451,Queensland
11/07/2020,2020-07-11,443,4,0,169757,443,439,0,0,0,0,0,0,1756494,South Australia
11/07/2020,2020-07-11,228,13,0,56602,228,215,0,0,0,0,0,0,535500,Tasmania
11/07/2020,2020-07-11,3560,23,1251,1095219,3560,2286,49,15,0,0,0,0,6629870,Victoria
11/07/2020,2020-07-11,618,9,21,204929,618,588,0,0,0,0,0,0,2630557,Western Australia
12/07/2020,2020-07-12,113,3,5,36632,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
12/07/2020,2020-07-12,3478,50,629,1039385,3478,2799,7,1,0,0,0,0,8117976,New South Wales
12/07/2020,2020-07-12,31,0,2,16962,31,29,2,0,0,0,0,0,245562,Northern Territory
12/07/2020,2020-07-12,1070,6,6,421738,1070,1058,1,0,0,0,0,0,5115451,Queensland
12/07/2020,2020-07-12,443,4,0,173296,443,439,0,0,0,0,0,0,1756494,South Australia
12/07/2020,2020-07-12,228,13,0,57132,228,215,0,0,0,0,0,0,535500,Tasmania
12/07/2020,2020-07-12,3799,24,1486,1125414,3799,2289,57,16,0,0,0,0,6629870,Victoria
12/07/2020,2020-07-12,619,9,21,204929,619,589,0,0,0,0,0,0,2630557,Western Australia
13/07/2020,2020-07-13,113,3,5,37233,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
13/07/2020,2020-07-13,3492,50,643,1050171,3492,2799,17,1,0,0,0,0,8117976,New South Wales
13/07/2020,2020-07-13,31,0,2,17028,31,29,2,0,0,0,0,0,245562,Northern Territory
13/07/2020,2020-07-13,1071,6,7,423911,1071,1058,1,0,0,0,0,0,5115451,Queensland
13/07/2020,2020-07-13,443,4,0,174553,443,439,0,0,0,0,0,0,1756494,South Australia
13/07/2020,2020-07-13,228,13,0,57463,228,215,0,0,0,0,0,0,535500,Tasmania
13/07/2020,2020-07-13,3967,24,1614,1148357,3967,2329,72,17,0,0,0,0,6629870,Victoria
13/07/2020,2020-07-13,619,9,20,209072,619,590,0,0,0,0,0,0,2630557,Western Australia
14/07/2020,2020-07-14,113,3,5,37556,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
14/07/2020,2020-07-14,3505,50,656,1062503,3505,2799,2,1,0,0,0,0,8117976,New South Wales
14/07/2020,2020-07-14,31,0,2,19667,31,29,2,0,0,0,0,0,245562,Northern Territory
14/07/2020,2020-07-14,1071,6,7,428420,1071,1058,1,0,0,0,0,0,5115451,Queensland
14/07/2020,2020-07-14,443,4,0,176370,443,439,0,0,0,0,0,0,1756494,South Australia
14/07/2020,2020-07-14,228,13,0,57802,228,215,0,0,0,0,0,0,535500,Tasmania
14/07/2020,2020-07-14,4224,26,1803,1170352,4224,2395,85,26,0,0,0,0,6629870,Victoria
14/07/2020,2020-07-14,620,9,21,209567,620,590,0,0,0,0,0,0,2630557,Western Australia
15/07/2020,2020-07-15,113,3,5,38685,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
15/07/2020,2020-07-15,3517,50,668,1080163,3517,2799,2,1,0,0,0,0,8117976,New South Wales
15/07/2020,2020-07-15,31,0,2,18645,31,29,2,0,0,0,0,0,245562,Northern Territory
15/07/2020,2020-07-15,1071,6,7,435198,1071,1058,1,0,0,0,0,0,5115451,Queensland
15/07/2020,2020-07-15,443,4,0,178869,443,439,0,0,0,0,0,0,1756494,South Australia
15/07/2020,2020-07-15,228,13,0,58504,228,215,0,0,0,0,0,0,535500,Tasmania
15/07/2020,2020-07-15,4448,27,1933,1197392,4448,2488,105,27,0,0,0,0,6629870,Victoria
15/07/2020,2020-07-15,628,9,29,214685,628,590,1,0,0,0,0,0,2630557,Western Australia
16/07/2020,2020-07-16,113,3,5,39658,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
16/07/2020,2020-07-16,3527,50,678,1102999,3527,2799,2,1,0,0,0,0,8117976,New South Wales
16/07/2020,2020-07-16,31,0,2,19005,31,29,1,0,0,0,0,0,245562,Northern Territory
16/07/2020,2020-07-16,1071,6,7,441998,1071,1058,1,0,0,0,0,0,5115451,Queensland
16/07/2020,2020-07-16,444,4,0,181413,444,440,0,0,0,0,0,0,1756494,South Australia
16/07/2020,2020-07-16,228,13,0,59356,228,215,0,0,0,0,0,0,535500,Tasmania
16/07/2020,2020-07-16,4750,29,2130,1225999,4750,2591,109,29,0,0,0,0,6629870,Victoria
16/07/2020,2020-07-16,630,9,27,217288,630,594,1,0,0,0,0,0,2630557,Western Australia
17/07/2020,2020-07-17,113,3,5,40533,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
17/07/2020,2020-07-17,3535,50,686,1127466,3535,2799,2,1,0,0,0,0,8117976,New South Wales
17/07/2020,2020-07-17,31,0,2,19359,31,29,1,0,0,0,0,0,245562,Northern Territory
17/07/2020,2020-07-17,1071,6,7,448759,1071,1058,1,0,0,0,0,0,5115451,Queensland
17/07/2020,2020-07-17,444,4,0,184086,444,440,0,0,0,0,0,0,1756494,South Australia
17/07/2020,2020-07-17,228,13,0,60095,228,215,0,0,0,0,0,0,535500,Tasmania
17/07/2020,2020-07-17,5165,32,2464,1250408,5165,2669,122,31,22,0,0,0,6629870,Victoria
17/07/2020,2020-07-17,632,9,26,219758,632,597,1,0,0,0,0,0,2630557,Western Australia
18/07/2020,2020-07-18,113,3,5,41273,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
18/07/2020,2020-07-18,3550,50,701,1155168,3550,2799,3,1,0,0,0,0,8117976,New South Wales
18/07/2020,2020-07-18,31,0,2,19655,31,29,1,0,0,0,0,0,245562,Northern Territory
18/07/2020,2020-07-18,1071,6,6,454831,1071,1059,1,0,0,0,0,0,5115451,Queensland
18/07/2020,2020-07-18,444,4,0,184086,444,440,0,0,0,0,0,0,1756494,South Australia
18/07/2020,2020-07-18,228,13,0,60548,228,215,0,0,0,0,0,0,535500,Tasmania
18/07/2020,2020-07-18,5353,35,2609,1278512,5353,2709,110,25,18,0,0,0,6629870,Victoria
18/07/2020,2020-07-18,633,9,25,219758,633,599,0,0,0,0,0,0,2630557,Western Australia
19/07/2020,2020-07-19,113,3,5,42003,113,105,0,0,0,0,0,0,428060,Australian Capital Territory
19/07/2020,2020-07-19,3568,50,719,1181085,3568,2799,2,1,0,0,0,0,8117976,New South Wales
19/07/2020,2020-07-19,31,0,2,19907,31,29,1,0,0,0,0,0,245562,Northern Territory
19/07/2020,2020-07-19,1071,6,5,459139,1071,1060,1,0,0,0,0,0,5115451,Queensland
19/07/2020,2020-07-19,444,4,0,188428,444,440,0,0,0,0,0,0,1756494,South Australia
19/07/2020,2020-07-19,228,13,0,60957,228,215,0,0,0,0,0,0,535500,Tasmania
19/07/2020,2020-07-19,5696,38,2839,1305186,5696,2819,130,28,18,0,0,0,6629870,Victoria
19/07/2020,2020-07-19,633,9,25,219758,633,599,1,0,0,0,0,0,2630557,Western Australia
20/07/2020,2020-07-20,113,3,3,42504,113,107,0,0,0,0,0,0,428060,Australian Capital Territory
20/07/2020,2020-07-20,3588,50,739,1202252,3588,2799,5,2,1,0,0,0,8117976,New South Wales
20/07/2020,2020-07-20,31,0,2,20026,31,29,1,0,0,0,0,0,245562,Northern Territory
20/07/2020,2020-07-20,1072,6,5,461932,1072,1061,2,0,0,0,0,0,5115451,Queensland
20/07/2020,2020-07-20,444,4,0,189805,444,440,0,0,0,0,0,0,1756494,South Australia
20/07/2020,2020-07-20,229,13,1,61415,229,215,0,0,0,0,0,0,535500,Tasmania
20/07/2020,2020-07-20,5942,39,2970,1331774,5942,2933,147,31,16,0,0,0,6629870,Victoria
20/07/2020,2020-07-20,633,9,20,224717,633,604,1,0,0,0,0,0,2630557,Western Australia
21/07/2020,2020-07-21,113,3,3,42723,113,107,0,0,0,0,0,0,428060,Australian Capital Territory
21/07/2020,2020-07-21,3599,50,750,1218155,3599,2799,4,2,1,0,0,0,8117976,New South Wales
21/07/2020,2020-07-21,31,0,2,20348,31,29,1,0,0,0,0,0,245562,Northern Territory
21/07/2020,2020-07-21,1072,6,5,466479,1072,1061,2,0,0,0,0,0,5115451,Queensland
21/07/2020,2020-07-21,444,4,0,192436,444,440,0,0,0,0,0,0,1756494,South Australia
21/07/2020,2020-07-21,229,13,1,61810,229,215,0,0,0,0,0,0,535500,Tasmania
21/07/2020,2020-07-21,6289,42,3169,1361238,6289,3078,174,36,22,0,0,0,6629870,Victoria
21/07/2020,2020-07-21,633,9,17,227546,633,607,1,0,0,0,0,0,2630557,Western Australia
22/07/2020,2020-07-22,113,3,3,44078,113,107,0,0,0,0,0,0,428060,Australian Capital Territory
22/07/2020,2020-07-22,3614,50,765,1236620,3614,2799,5,2,1,0,0,0,8117976,New South Wales
22/07/2020,2020-07-22,31,0,2,21137,31,29,1,0,0,0,0,0,245562,Northern Territory
22/07/2020,2020-07-22,1073,6,5,474333,1073,1062,2,0,0,0,0,0,5115451,Queensland
22/07/2020,2020-07-22,446,4,1,195367,446,441,0,0,0,0,0,0,1756494,South Australia
22/07/2020,2020-07-22,229,13,1,62628,229,215,1,0,0,0,0,0,535500,Tasmania
22/07/2020,2020-07-22,6739,44,3511,1385964,6739,3184,205,40,24,0,0,0,6629870,Victoria
22/07/2020,2020-07-22,633,9,16,230402,633,608,1,0,0,0,0,0,2630557,Western Australia
23/07/2020,2020-07-23,113,3,1,45407,113,109,0,0,0,0,0,0,428060,Australian Capital Territory
23/07/2020,2020-07-23,3633,50,784,1261260,3633,2799,6,1,1,0,0,0,8117976,New South Wales
23/07/2020,2020-07-23,31,0,2,21542,31,29,1,0,0,0,0,0,245562,Northern Territory
23/07/2020,2020-07-23,1074,6,5,482473,1074,1063,2,0,0,0,0,0,5115451,Queensland
