date,us_date,confirmed,deaths,active,tests,positives,recovered,hosp,icu,vent,vaccines,vaccines_1,vaccines_2,population,administrative_area_level_2
17/09/2020,2020-09-17,230,13,0,97365,230,217,0,0,0,0,0,0,535500,Tasmania
17/09/2020,2020-09-17,19970,748,1005,2535134,19970,18217,97,12,6,0,0,0,6629870,Victoria
17/09/2020,2020-09-17,661,9,4,392908,661,648,0,0,0,0,0,0,2630557,Western Australia
18/09/2020,2020-09-18,113,3,0,89223,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
18/09/2020,2020-09-18,4196,53,1341,2555809,4196,2802,11,4,2,0,0,0,8117976,New South Wales
18/09/2020,2020-09-18,33,0,0,43048,33,33,0,0,0,0,0,0,245562,Northern Territory
18/09/2020,2020-09-18,1150,6,32,1054583,1150,1112,7,0,0,0,0,0,5115451,Queensland
18/09/2020,2020-09-18,466,4,0,437295,466,462,0,0,0,0,0,0,1756494,South Australia
18/09/2020,2020-09-18,230,13,0,97759,230,217,0,0,0,0,0,0,535500,Tasmania
18/09/2020,2020-09-18,20012,753,981,2551044,20012,18278,90,11,7,0,0,0,6629870,Victoria
18/09/2020,2020-09-18,661,9,3,395402,661,649,0,0,0,0,0,0,2630557,Western Australia
19/09/2020,2020-09-19,113,3,0,89668,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
19/09/2020,2020-09-19,4198,53,1343,2571048,4198,2802,12,4,2,0,0,0,8117976,New South Wales
19/09/2020,2020-09-19,33,0,0,43514,33,33,0,0,0,0,0,0,245562,Northern Territory
19/09/2020,2020-09-19,1150,6,26,1061380,1150,1118,5,0,0,0,0,0,5115451,Queensland
19/09/2020,2020-09-19,466,4,0,440672,466,462,0,0,0,0,0,0,1756494,South Australia
19/09/2020,2020-09-19,230,13,0,98533,230,217,0,0,0,0,0,0,535500,Tasmania
19/09/2020,2020-09-19,20034,759,896,2562996,20034,18379,89,8,5,0,0,0,6629870,Victoria
19/09/2020,2020-09-19,661,9,3,395402,661,649,0,0,0,0,0,0,2630557,Western Australia
20/09/2020,2020-09-20,113,3,0,89963,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
20/09/2020,2020-09-20,4200,54,1344,2584683,4200,2802,11,2,1,0,0,0,8117976,New South Wales
20/09/2020,2020-09-20,33,0,0,43758,33,33,0,0,0,0,0,0,245562,Northern Territory
20/09/2020,2020-09-20,1152,6,23,1065078,1152,1123,4,0,0,0,0,0,5115451,Queensland
20/09/2020,2020-09-20,466,4,0,443097,466,462,0,0,0,0,0,0,1756494,South Australia
20/09/2020,2020-09-20,230,13,0,98814,230,217,0,0,0,0,0,0,535500,Tasmania
20/09/2020,2020-09-20,20042,764,805,2575457,20042,18473,94,8,5,0,0,0,6629870,Victoria
20/09/2020,2020-09-20,662,9,3,395402,662,650,0,0,0,0,0,0,2630557,Western Australia
21/09/2020,2020-09-21,113,3,0,90188,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
21/09/2020,2020-09-21,4204,54,1348,2592448,4204,2802,11,2,1,0,0,0,8117976,New South Wales
21/09/2020,2020-09-21,33,0,0,44178,33,33,0,0,0,0,0,0,245562,Northern Territory
21/09/2020,2020-09-21,1153,6,23,1067786,1153,1124,4,0,0,0,0,0,5115451,Queensland
21/09/2020,2020-09-21,466,4,0,445080,466,462,0,0,0,0,0,0,1756494,South Australia
21/09/2020,2020-09-21,230,13,0,99189,230,217,0,0,0,0,0,0,535500,Tasmania
21/09/2020,2020-09-21,20051,766,718,2582621,20051,18567,92,6,3,0,0,0,6629870,Victoria
21/09/2020,2020-09-21,662,9,3,398198,662,650,0,0,0,0,0,0,2630557,Western Australia
22/09/2020,2020-09-22,113,3,0,90782,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
22/09/2020,2020-09-22,4206,54,1350,2600064,4206,2802,12,3,1,0,0,0,8117976,New South Wales
22/09/2020,2020-09-22,33,0,0,44460,33,33,0,0,0,0,0,0,245562,Northern Territory
22/09/2020,2020-09-22,1153,6,23,1072684,1153,1124,4,0,0,0,0,0,5115451,Queensland
22/09/2020,2020-09-22,466,4,0,447220,466,462,0,0,0,0,0,0,1756494,South Australia
22/09/2020,2020-09-22,230,13,0,99662,230,217,0,0,0,0,0,0,535500,Tasmania
22/09/2020,2020-09-22,20076,769,679,2593744,20076,18628,83,8,5,0,0,0,6629870,Victoria
22/09/2020,2020-09-22,665,9,6,402667,665,650,1,0,0,0,0,0,2630557,Western Australia
23/09/2020,2020-09-23,113,3,0,91458,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
23/09/2020,2020-09-23,4212,54,1356,2616823,4212,2802,11,3,1,0,0,0,8117976,New South Wales
23/09/2020,2020-09-23,33,0,0,45022,33,33,0,0,0,0,0,0,245562,Northern Territory
23/09/2020,2020-09-23,1153,6,23,1077563,1153,1124,2,0,0,0,0,0,5115451,Queensland
23/09/2020,2020-09-23,468,4,2,447774,468,462,0,0,0,0,0,0,1756494,South Australia
23/09/2020,2020-09-23,230,13,0,100322,230,217,0,0,0,0,0,0,535500,Tasmania
23/09/2020,2020-09-23,20100,774,613,2609485,20100,18713,75,8,6,0,0,0,6629870,Victoria
23/09/2020,2020-09-23,665,9,6,405246,665,650,1,0,0,0,0,0,2630557,Western Australia
24/09/2020,2020-09-24,113,3,0,92035,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
24/09/2020,2020-09-24,4213,54,1357,2634215,4213,2802,11,3,1,0,0,0,8117976,New South Wales
24/09/2020,2020-09-24,33,0,0,45561,33,33,0,0,0,0,0,0,245562,Northern Territory
24/09/2020,2020-09-24,1153,6,22,1084841,1153,1125,2,0,0,0,0,0,5115451,Queensland
24/09/2020,2020-09-24,468,4,2,453530,468,462,0,0,0,0,0,0,1756494,South Australia
24/09/2020,2020-09-24,230,13,0,101016,230,217,0,0,0,0,0,0,535500,Tasmania
24/09/2020,2020-09-24,20105,776,591,2622822,20105,18738,67,8,6,0,0,0,6629870,Victoria
24/09/2020,2020-09-24,668,9,9,407307,668,650,1,0,0,0,0,0,2630557,Western Australia
25/09/2020,2020-09-25,113,3,0,92467,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
25/09/2020,2020-09-25,4217,54,1361,2647901,4217,2802,10,3,1,0,0,0,8117976,New South Wales
25/09/2020,2020-09-25,33,0,0,45937,33,33,0,0,0,0,0,0,245562,Northern Territory
25/09/2020,2020-09-25,1153,6,6,1089865,1153,1141,2,0,0,0,0,0,5115451,Queensland
25/09/2020,2020-09-25,468,4,2,456575,468,462,0,0,0,0,0,0,1756494,South Australia
25/09/2020,2020-09-25,230,13,0,101617,230,217,0,0,0,0,0,0,535500,Tasmania
25/09/2020,2020-09-25,20118,784,540,2635282,20118,18794,58,8,6,0,0,0,6629870,Victoria
25/09/2020,2020-09-25,668,9,9,410171,668,650,1,0,0,0,0,0,2630557,Western Australia
26/09/2020,2020-09-26,113,3,0,92871,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
26/09/2020,2020-09-26,4218,54,1362,2660159,4218,2802,9,3,0,0,0,0,8117976,New South Wales
26/09/2020,2020-09-26,33,0,0,46313,33,33,0,0,0,0,0,0,245562,Northern Territory
26/09/2020,2020-09-26,1156,6,9,1094924,1156,1141,5,0,0,0,0,0,5115451,Queensland
26/09/2020,2020-09-26,468,4,2,459829,468,462,0,0,0,0,0,0,1756494,South Australia
26/09/2020,2020-09-26,230,13,0,101944,230,217,0,0,0,0,0,0,535500,Tasmania
26/09/2020,2020-09-26,20129,785,502,2651309,20129,18842,53,9,5,0,0,0,6629870,Victoria
26/09/2020,2020-09-26,669,9,10,410171,669,650,1,0,0,0,0,0,2630557,Western Australia
27/09/2020,2020-09-27,113,3,0,93154,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
27/09/2020,2020-09-27,4218,54,1362,2672392,4218,2802,9,3,0,0,0,0,8117976,New South Wales
27/09/2020,2020-09-27,33,0,0,46478,33,33,0,0,0,0,0,0,245562,Northern Territory
27/09/2020,2020-09-27,1157,6,10,1097964,1157,1141,5,0,0,0,0,0,5115451,Queensland
27/09/2020,2020-09-27,468,4,2,461796,468,462,0,0,0,0,0,0,1756494,South Australia
27/09/2020,2020-09-27,230,13,0,102279,230,217,0,0,0,0,0,0,535500,Tasmania
27/09/2020,2020-09-27,20145,787,457,2661989,20145,18901,51,9,5,0,0,0,6629870,Victoria
27/09/2020,2020-09-27,676,9,16,410171,676,651,1,0,0,0,0,0,2630557,Western Australia
28/09/2020,2020-09-28,113,3,0,93420,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
28/09/2020,2020-09-28,4218,54,1362,2678745,4218,2802,8,3,0,0,0,0,8117976,New South Wales
28/09/2020,2020-09-28,33,0,0,46763,33,33,0,0,0,0,0,0,245562,Northern Territory
28/09/2020,2020-09-28,1157,6,10,1099835,1157,1141,5,0,0,0,0,0,5115451,Queensland
28/09/2020,2020-09-28,468,4,2,463055,468,462,0,0,0,0,0,0,1756494,South Australia
28/09/2020,2020-09-28,230,13,0,102537,230,217,0,0,0,0,0,0,535500,Tasmania
28/09/2020,2020-09-28,20149,790,417,2668796,20149,18942,49,8,4,0,0,0,6629870,Victoria
28/09/2020,2020-09-28,676,9,14,410171,676,653,0,0,0,0,0,0,2630557,Western Australia
29/09/2020,2020-09-29,113,3,0,93811,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
29/09/2020,2020-09-29,4220,54,1364,2685126,4220,2802,9,3,0,0,0,0,8117976,New South Wales
29/09/2020,2020-09-29,33,0,0,47213,33,33,0,0,0,0,0,0,245562,Northern Territory
29/09/2020,2020-09-29,1157,6,10,1104203,1157,1141,5,0,0,0,0,0,5115451,Queensland
29/09/2020,2020-09-29,468,4,2,465690,468,462,0,0,0,0,0,0,1756494,South Australia
29/09/2020,2020-09-29,230,13,0,102821,230,217,0,0,0,0,0,0,535500,Tasmania
29/09/2020,2020-09-29,20158,797,383,2677022,20158,18978,46,5,4,0,0,0,6629870,Victoria
29/09/2020,2020-09-29,684,9,22,413446,684,653,0,0,0,0,0,0,2630557,Western Australia
30/09/2020,2020-09-30,113,3,0,94291,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
30/09/2020,2020-09-30,4224,54,1368,2698701,4224,2802,8,3,0,0,0,0,8117976,New South Wales
30/09/2020,2020-09-30,33,0,0,47527,33,33,0,0,0,0,0,0,245562,Northern Territory
30/09/2020,2020-09-30,1157,6,9,1110992,1157,1142,3,0,0,0,0,0,5115451,Queensland
30/09/2020,2020-09-30,468,4,0,468740,468,464,0,0,0,0,0,0,1756494,South Australia
30/09/2020,2020-09-30,230,13,0,103420,230,217,0,0,0,0,0,0,535500,Tasmania
30/09/2020,2020-09-30,20169,801,362,2694959,20169,19006,44,6,3,0,0,0,6629870,Victoria
30/09/2020,2020-09-30,684,9,22,418773,684,653,0,0,0,0,0,0,2630557,Western Australia
1/10/2020,2020-10-01,113,3,0,94748,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
1/10/2020,2020-10-01,4227,54,1371,2711773,4227,2802,9,3,0,0,0,0,8117976,New South Wales
1/10/2020,2020-10-01,33,0,0,48065,33,33,0,0,0,0,0,0,245562,Northern Territory
1/10/2020,2020-10-01,1157,6,8,1116750,1157,1143,3,0,0,0,0,0,5115451,Queensland
1/10/2020,2020-10-01,468,4,0,471730,468,464,0,0,0,0,0,0,1756494,South Australia
1/10/2020,2020-10-01,230,13,0,104055,230,217,0,0,0,0,0,0,535500,Tasmania
1/10/2020,2020-10-01,20183,803,346,2709668,20183,19034,38,6,3,0,0,0,6629870,Victoria
1/10/2020,2020-10-01,685,9,22,422862,685,654,0,0,0,0,0,0,2630557,Western Australia
2/10/2020,2020-10-02,113,3,0,95231,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
2/10/2020,2020-10-02,4231,54,1375,2723116,4231,2802,8,2,0,0,0,0,8117976,New South Wales
2/10/2020,2020-10-02,33,0,0,48445,33,33,0,0,0,0,0,0,245562,Northern Territory
2/10/2020,2020-10-02,1160,6,7,1122006,1160,1147,5,0,0,0,0,0,5115451,Queensland
2/10/2020,2020-10-02,470,4,2,474990,470,464,0,0,0,0,0,0,1756494,South Australia
2/10/2020,2020-10-02,230,13,0,104649,230,217,0,0,0,0,0,0,535500,Tasmania
2/10/2020,2020-10-02,20191,805,318,2722218,20191,19068,38,4,3,0,0,0,6629870,Victoria
2/10/2020,2020-10-02,685,9,20,425925,685,656,0,0,0,0,0,0,2630557,Western Australia
3/10/2020,2020-10-03,113,3,0,95569,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
3/10/2020,2020-10-03,4232,54,1376,2733450,4232,2802,10,2,0,0,0,0,8117976,New South Wales
3/10/2020,2020-10-03,33,0,0,48850,33,33,0,0,0,0,0,0,245562,Northern Territory
3/10/2020,2020-10-03,1160,6,7,1126673,1160,1147,5,0,0,0,0,0,5115451,Queensland
3/10/2020,2020-10-03,470,4,1,477585,470,465,0,0,0,0,0,0,1756494,South Australia
3/10/2020,2020-10-03,230,13,0,105182,230,217,0,0,0,0,0,0,535500,Tasmania
3/10/2020,2020-10-03,20197,808,298,2733499,20197,19091,34,4,3,0,0,0,6629870,Victoria
3/10/2020,2020-10-03,686,9,20,425925,686,657,0,0,0,0,0,0,2630557,Western Australia
4/10/2020,2020-10-04,113,3,0,95822,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
4/10/2020,2020-10-04,4234,54,1378,2741755,4234,2802,10,3,0,0,0,0,8117976,New South Wales
4/10/2020,2020-10-04,33,0,0,49000,33,33,0,0,0,0,0,0,245562,Northern Territory
4/10/2020,2020-10-04,1160,6,6,1129434,1160,1148,5,0,0,0,0,0,5115451,Queensland
4/10/2020,2020-10-04,471,4,1,479977,471,466,0,0,0,0,0,0,1756494,South Australia
4/10/2020,2020-10-04,230,13,0,105515,230,217,0,0,0,0,0,0,535500,Tasmania
4/10/2020,2020-10-04,20209,809,298,2745493,20209,19102,31,3,1,0,0,0,6629870,Victoria
4/10/2020,2020-10-04,686,9,17,425925,686,660,0,0,0,0,0,0,2630557,Western Australia
5/10/2020,2020-10-05,113,3,0,96008,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
5/10/2020,2020-10-05,4235,54,1379,2746544,4235,2802,11,3,0,0,0,0,8117976,New South Wales
5/10/2020,2020-10-05,33,0,0,49224,33,33,0,0,0,0,0,0,245562,Northern Territory
5/10/2020,2020-10-05,1160,6,6,1131427,1160,1148,5,0,0,0,0,0,5115451,Queensland
5/10/2020,2020-10-05,471,4,1,481145,471,466,0,0,0,0,0,0,1756494,South Australia
5/10/2020,2020-10-05,230,13,0,105762,230,217,0,0,0,0,0,0,535500,Tasmania
5/10/2020,2020-10-05,20220,809,285,2754516,20220,19126,30,3,2,0,0,0,6629870,Victoria
5/10/2020,2020-10-05,687,9,16,430897,687,662,0,0,0,0,0,0,2630557,Western Australia
6/10/2020,2020-10-06,113,3,0,96263,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
6/10/2020,2020-10-06,4246,54,1390,2751929,4246,2802,10,3,0,0,0,0,8117976,New South Wales
6/10/2020,2020-10-06,33,0,0,49696,33,33,0,0,0,0,0,0,245562,Northern Territory
6/10/2020,2020-10-06,1160,6,6,1133933,1160,1148,6,1,0,0,0,0,5115451,Queensland
6/10/2020,2020-10-06,472,4,3,483142,472,465,0,0,0,0,0,0,1756494,South Australia
6/10/2020,2020-10-06,230,13,0,106374,230,217,0,0,0,0,0,0,535500,Tasmania
6/10/2020,2020-10-06,20233,810,274,2763802,20233,19149,21,1,2,0,0,0,6629870,Victoria
6/10/2020,2020-10-06,687,9,14,434333,687,664,0,0,0,0,0,0,2630557,Western Australia
7/10/2020,2020-10-07,113,3,0,96714,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
7/10/2020,2020-10-07,4249,54,1393,2757899,4249,2802,10,3,0,0,0,0,8117976,New South Wales
7/10/2020,2020-10-07,33,0,0,50012,33,33,0,0,0,0,0,0,245562,Northern Territory
7/10/2020,2020-10-07,1160,6,6,1138080,1160,1148,6,1,0,0,0,0,5115451,Queensland
7/10/2020,2020-10-07,472,4,3,485518,472,465,0,0,0,0,0,0,1756494,South Australia
7/10/2020,2020-10-07,230,13,0,106974,230,217,0,0,0,0,0,0,535500,Tasmania
7/10/2020,2020-10-07,20237,812,263,2780231,20237,19162,16,2,0,0,0,0,6629870,Victoria
7/10/2020,2020-10-07,688,9,9,437264,688,670,0,0,0,0,0,0,2630557,Western Australia
8/10/2020,2020-10-08,113,3,0,97294,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
8/10/2020,2020-10-08,4261,54,1405,2770397,4261,2802,10,1,0,0,0,0,8117976,New South Wales
8/10/2020,2020-10-08,33,0,0,50453,33,33,0,0,0,0,0,0,245562,Northern Territory
8/10/2020,2020-10-08,1160,6,5,1144809,1160,1149,4,1,0,0,0,0,5115451,Queensland
8/10/2020,2020-10-08,472,4,3,488941,472,465,0,0,0,0,0,0,1756494,South Australia
8/10/2020,2020-10-08,230,13,0,107662,230,217,0,0,0,0,0,0,535500,Tasmania
8/10/2020,2020-10-08,20247,812,261,2795529,20247,19174,17,1,0,0,0,0,6629870,Victoria
8/10/2020,2020-10-08,690,9,11,439993,690,670,0,0,0,0,0,0,2630557,Western Australia
9/10/2020,2020-10-09,113,3,0,97734,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
9/10/2020,2020-10-09,4271,54,1415,2783265,4271,2802,7,2,0,0,0,0,8117976,New South Wales
9/10/2020,2020-10-09,33,0,0,50770,33,33,0,0,0,0,0,0,245562,Northern Territory
9/10/2020,2020-10-09,1160,6,2,1150364,1160,1152,4,1,0,0,0,0,5115451,Queensland
9/10/2020,2020-10-09,473,4,4,492572,473,465,0,0,0,0,0,0,1756494,South Australia
9/10/2020,2020-10-09,230,13,0,108074,230,217,0,0,0,0,0,0,535500,Tasmania
9/10/2020,2020-10-09,20257,812,253,2811114,20257,19192,17,1,0,0,0,0,6629870,Victoria
9/10/2020,2020-10-09,692,9,13,442299,692,670,0,0,0,0,0,0,2630557,Western Australia
10/10/2020,2020-10-10,113,3,0,98138,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
10/10/2020,2020-10-10,4273,54,1417,2798704,4273,2802,7,2,0,0,0,0,8117976,New South Wales
10/10/2020,2020-10-10,33,0,0,51145,33,33,0,0,0,0,0,0,245562,Northern Territory
10/10/2020,2020-10-10,1161,6,3,1155148,1161,1152,3,1,0,0,0,0,5115451,Queensland
10/10/2020,2020-10-10,473,4,4,495172,473,465,0,0,0,0,0,0,1756494,South Australia
10/10/2020,2020-10-10,230,13,0,108423,230,217,0,0,0,0,0,0,535500,Tasmania
10/10/2020,2020-10-10,20269,812,250,2827761,20269,19207,21,1,0,0,0,0,6629870,Victoria
10/10/2020,2020-10-10,692,9,13,442299,692,670,0,0,0,0,0,0,2630557,Western Australia
11/10/2020,2020-10-11,113,3,0,98458,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
11/10/2020,2020-10-11,4277,54,1421,2811527,4277,2802,7,1,0,0,0,0,8117976,New South Wales
11/10/2020,2020-10-11,33,0,0,51346,33,33,0,0,0,0,0,0,245562,Northern Territory
11/10/2020,2020-10-11,1161,6,3,1157573,1161,1152,3,0,0,0,0,0,5115451,Queensland
11/10/2020,2020-10-11,475,4,5,497477,475,466,0,0,0,0,0,0,1756494,South Australia
11/10/2020,2020-10-11,230,13,0,108745,230,217,0,0,0,0,0,0,535500,Tasmania
11/10/2020,2020-10-11,20281,813,250,2840686,20281,19218,21,1,0,0,0,0,6629870,Victoria
11/10/2020,2020-10-11,694,9,15,442299,694,670,0,0,0,0,0,0,2630557,Western Australia
12/10/2020,2020-10-12,113,3,0,98758,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
12/10/2020,2020-10-12,4283,54,1427,2818918,4283,2802,7,1,0,0,0,0,8117976,New South Wales
12/10/2020,2020-10-12,33,0,0,51565,33,33,0,0,0,0,0,0,245562,Northern Territory
12/10/2020,2020-10-12,1161,6,1,1159560,1161,1154,3,0,0,0,0,0,5115451,Queensland
12/10/2020,2020-10-12,475,4,4,499516,475,467,0,0,0,0,0,0,1756494,South Australia
12/10/2020,2020-10-12,230,13,0,108998,230,217,0,0,0,0,0,0,535500,Tasmania
12/10/2020,2020-10-12,20295,813,253,2850794,20295,19229,21,0,0,0,0,0,6629870,Victoria
12/10/2020,2020-10-12,696,9,16,447449,696,671,1,0,0,0,0,0,2630557,Western Australia
13/10/2020,2020-10-13,113,3,0,99444,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
13/10/2020,2020-10-13,4295,54,1439,2827527,4295,2802,7,1,0,0,0,0,8117976,New South Wales
13/10/2020,2020-10-13,33,0,0,52157,33,33,0,0,0,0,0,0,245562,Northern Territory
13/10/2020,2020-10-13,1161,6,1,1163795,1161,1154,1,0,0,0,0,0,5115451,Queensland
13/10/2020,2020-10-13,476,4,4,502101,476,468,0,0,0,0,0,0,1756494,South Australia
13/10/2020,2020-10-13,230,13,0,109442,230,217,0,0,0,0,0,0,535500,Tasmania
13/10/2020,2020-10-13,20305,814,248,2858995,20305,19243,23,0,0,0,0,0,6629870,Victoria
13/10/2020,2020-10-13,703,9,18,449527,703,676,1,0,0,0,0,0,2630557,Western Australia
14/10/2020,2020-10-14,113,3,0,99986,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
14/10/2020,2020-10-14,4310,54,1454,2843545,4310,2802,4,1,0,0,0,0,8117976,New South Wales
14/10/2020,2020-10-14,33,0,0,52470,33,33,0,0,0,0,0,0,245562,Northern Territory
14/10/2020,2020-10-14,1161,6,1,1169423,1161,1154,1,0,0,0,0,0,5115451,Queensland
14/10/2020,2020-10-14,479,4,6,504958,479,469,0,0,0,0,0,0,1756494,South Australia
14/10/2020,2020-10-14,230,13,0,110121,230,217,0,0,0,0,0,0,535500,Tasmania
14/10/2020,2020-10-14,20311,819,244,2875056,20311,19248,23,0,0,0,0,0,6629870,Victoria
14/10/2020,2020-10-14,704,9,19,454044,704,676,0,0,0,0,0,0,2630557,Western Australia
15/10/2020,2020-10-15,113,3,0,100515,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
15/10/2020,2020-10-15,4321,54,1465,2859347,4321,2802,4,1,0,0,0,0,8117976,New South Wales
15/10/2020,2020-10-15,33,0,0,53011,33,33,0,0,0,0,0,0,245562,Northern Territory
15/10/2020,2020-10-15,1162,6,2,1174703,1162,1154,1,0,0,0,0,0,5115451,Queensland
15/10/2020,2020-10-15,479,4,4,508065,479,471,0,0,0,0,0,0,1756494,South Australia
15/10/2020,2020-10-15,230,13,0,110605,230,217,0,0,0,0,0,0,535500,Tasmania
15/10/2020,2020-10-15,20315,819,237,2890495,20315,19259,21,0,0,0,0,0,6629870,Victoria
15/10/2020,2020-10-15,709,9,24,456375,709,676,0,0,0,0,0,0,2630557,Western Australia
16/10/2020,2020-10-16,113,3,0,100743,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
16/10/2020,2020-10-16,4326,54,1470,2875738,4326,2802,5,1,0,0,0,0,8117976,New South Wales
16/10/2020,2020-10-16,33,0,0,53482,33,33,0,0,0,0,0,0,245562,Northern Territory
16/10/2020,2020-10-16,1164,6,4,1179441,1164,1154,1,0,0,0,0,0,5115451,Queensland
16/10/2020,2020-10-16,479,4,4,511290,479,471,0,0,0,0,0,0,1756494,South Australia
16/10/2020,2020-10-16,230,13,0,111097,230,217,0,0,0,0,0,0,535500,Tasmania
16/10/2020,2020-10-16,20317,819,219,2906876,20317,19279,14,0,0,0,0,0,6629870,Victoria
16/10/2020,2020-10-16,709,9,17,458327,709,683,0,0,0,0,0,0,2630557,Western Australia
17/10/2020,2020-10-17,113,3,0,101415,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
17/10/2020,2020-10-17,4333,54,1477,2890116,4333,2802,3,1,0,0,0,0,8117976,New South Wales
17/10/2020,2020-10-17,33,0,0,53804,33,33,0,0,0,0,0,0,245562,Northern Territory
17/10/2020,2020-10-17,1164,6,4,1184163,1164,1154,2,0,0,0,0,0,5115451,Queensland
17/10/2020,2020-10-17,482,4,6,513962,482,472,0,0,0,0,0,0,1756494,South Australia
17/10/2020,2020-10-17,230,13,0,111771,230,217,0,0,0,0,0,0,535500,Tasmania
17/10/2020,2020-10-17,20317,819,211,2925810,20317,19287,13,0,0,0,0,0,6629870,Victoria
17/10/2020,2020-10-17,711,9,19,458327,711,683,0,0,0,0,0,0,2630557,Western Australia
18/10/2020,2020-10-18,113,3,0,101468,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
18/10/2020,2020-10-18,4338,54,1482,2903101,4338,2802,2,1,0,0,0,0,8117976,New South Wales
18/10/2020,2020-10-18,33,0,0,53959,33,33,0,0,0,0,0,0,245562,Northern Territory
18/10/2020,2020-10-18,1164,6,4,1186578,1164,1154,2,0,0,0,0,0,5115451,Queensland
18/10/2020,2020-10-18,484,4,8,516219,484,472,0,0,0,0,0,0,1756494,South Australia
18/10/2020,2020-10-18,230,13,0,112028,230,217,0,0,0,0,0,0,535500,Tasmania
18/10/2020,2020-10-18,20315,819,201,2944356,20315,19295,12,0,0,0,0,0,6629870,Victoria
18/10/2020,2020-10-18,714,9,20,458327,714,685,0,0,0,0,0,0,2630557,Western Australia
19/10/2020,2020-10-19,113,3,0,101648,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
19/10/2020,2020-10-19,4342,54,1486,2910053,4342,2802,3,1,0,0,0,0,8117976,New South Wales
19/10/2020,2020-10-19,33,0,0,54086,33,33,0,0,0,0,0,0,245562,Northern Territory
19/10/2020,2020-10-19,1164,6,4,1188355,1164,1154,2,0,0,0,0,0,5115451,Queensland
19/10/2020,2020-10-19,484,4,8,517904,484,472,0,0,0,0,0,0,1756494,South Australia
19/10/2020,2020-10-19,230,13,0,112207,230,217,0,0,0,0,0,0,535500,Tasmania
19/10/2020,2020-10-19,20319,820,200,2955149,20319,19299,12,0,0,0,0,0,6629870,Victoria
19/10/2020,2020-10-19,714,9,20,463972,714,685,0,0,0,0,0,0,2630557,Western Australia
20/10/2020,2020-10-20,113,3,0,102374,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
20/10/2020,2020-10-20,4347,54,1491,2917454,4347,2802,4,1,0,0,0,0,8117976,New South Wales
20/10/2020,2020-10-20,33,0,0,54412,33,33,0,0,0,0,0,0,245562,Northern Territory
20/10/2020,2020-10-20,1164,6,4,1192435,1164,1154,2,0,0,0,0,0,5115451,Queensland
20/10/2020,2020-10-20,484,4,8,519971,484,472,0,0,0,0,0,0,1756494,South Australia
20/10/2020,2020-10-20,230,13,0,112446,230,217,0,0,0,0,0,0,535500,Tasmania
20/10/2020,2020-10-20,20321,820,188,2967085,20321,19313,11,0,0,0,0,0,6629870,Victoria
20/10/2020,2020-10-20,738,9,44,466070,738,685,0,0,0,0,0,0,2630557,Western Australia
21/10/2020,2020-10-21,113,3,0,102802,113,110,0,0,0,0,0,0,428060,Australian Capital Territory
21/10/2020,2020-10-21,4356,54,1500,2932386,4356,2802,4,1,0,0,0,0,8117976,New South Wales
21/10/2020,2020-10-21,33,0,0,54886,33,33,0,0,0,0,0,0,245562,Northern Territory
21/10/2020,2020-10-21,1165,6,5,1198424,1165,1154,2,0,0,0,0,0,5115451,Queensland
21/10/2020,2020-10-21,485,4,8,522919,485,473,0,0,0,0,0,0,1756494,South Australia
21/10/2020,2020-10-21,230,13,0,113050,230,217,0,0,0,0,0,0,535500,Tasmania
21/10/2020,2020-10-21,20323,820,174,2984494,20323,19329,10,0,0,0,0,0,6629870,Victoria
21/10/2020,2020-10-21,739,9,40,469045,739,690,0,0,0,0,0,0,2630557,Western Australia
