date,confirmed,deaths,tests,positives,recovered,hosp,icu,vent,vaccines,population,administrative_area_level,administrative_area_level_2
10/07/2021,31017,914,21824859,31017,26650,112,18,4,9012547,25459470,1,NA
11/07/2021,31103,915,21916914,31103,26654,113,17,5,9097969,25459470,1,NA
12/07/2021,31226,915,22047047,31226,26659,126,20,4,9149817,25459470,1,NA
13/07/2021,31323,916,22149247,31323,26663,125,23,4,9304026,25459470,1,NA
14/07/2021,31430,916,22277536,31430,26669,130,22,4,9469145,25459470,1,NA
15/07/2021,31516,916,22388993,31516,26681,133,22,5,9631807,25459470,1,NA
16/07/2021,31632,916,22529362,31632,26692,132,21,5,9806809,25459470,1,NA
17/07/2021,31771,917,22687285,31771,26695,123,21,6,9970746,25459470,1,NA
18/07/2021,31898,918,22831142,31898,26698,124,21,7,10067446,25459470,1,NA
19/07/2021,32018,919,22992738,32018,26702,128,27,7,10125533,25459470,1,NA
20/07/2021,32129,919,23130114,32129,26706,142,30,11,10295444,25459470,1,NA
21/07/2021,32275,919,23310294,32275,26774,155,26,11,10470033,25459470,1,NA
22/07/2021,32429,919,23484726,32429,26776,155,31,14,10654563,25459470,1,NA
23/07/2021,32582,920,23663731,32582,26781,174,36,14,10850993,25459470,1,NA
24/07/2021,32755,920,23838722,32755,26793,174,41,17,11032835,25459470,1,NA
25/07/2021,32917,920,24011850,32917,26802,180,46,18,11140511,25459470,1,NA
26/07/2021,33081,922,24177665,33081,26809,191,47,18,11211447,25459470,1,NA
27/07/2021,33268,924,24324110,33268,26813,207,49,19,11396784,25459470,1,NA
28/07/2021,33474,925,24493366,33474,26818,201,60,22,11593766,25459470,1,NA
29/07/2021,33732,927,24697611,33732,26825,243,58,22,11795236,25459470,1,NA
30/07/2021,33909,927,24873663,33909,26839,247,62,24,12005978,25459470,1,NA
31/07/2021,34131,928,25040956,34131,26864,247,62,25,12206684,25459470,1,NA
1/08/2021,34386,928,25181921,34386,26895,295,58,26,12317657,25459470,1,NA
2/08/2021,34613,929,25366855,34613,26927,314,59,26,12393893,25459470,1,NA
3/08/2021,34835,929,25547468,34835,26937,350,57,21,12594451,25459470,1,NA
4/08/2021,35090,931,25752645,35090,26980,365,57,24,12808398,25459470,1,NA
5/08/2021,35387,936,25955268,35387,27007,369,57,25,13030257,25459470,1,NA
6/08/2021,35689,937,26163008,35689,27028,388,55,23,13270296,25459470,1,NA
7/08/2021,36046,942,26365182,36046,27042,426,61,24,13496355,25459470,1,NA
8/08/2021,36331,943,26533302,36331,27061,441,62,25,13636580,25459470,1,NA
9/08/2021,36631,943,26751476,36631,27073,426,71,30,13723146,25459470,1,NA
10/08/2021,37010,947,26910930,37010,27091,432,63,28,13958045,25459470,1,NA
11/08/2021,37373,949,27118125,37373,27103,440,65,29,14214009,25459470,1,NA
12/08/2021,37755,951,27361145,37755,27115,428,65,29,14476323,25459470,1,NA
13/08/2021,38167,953,27578961,38167,27130,439,67,30,14747221,25459470,1,NA
14/08/2021,38663,957,27775219,38663,27139,427,68,29,15012023,25459470,1,NA
15/08/2021,39097,962,27958304,39097,27143,423,66,24,15175199,25459470,1,NA
16/08/2021,39615,970,28177587,39615,27154,439,68,28,15338926,25459470,1,NA
17/08/2021,40097,971,28390595,40097,27177,493,73,28,15618391,25459470,1,NA
18/08/2021,40774,974,28570720,40774,27192,504,81,25,15892260,25459470,1,NA
19/08/2021,41522,975,28776897,41522,27200,514,86,25,16201270,25459470,1,NA
20/08/2021,42228,979,28989560,42228,27270,511,91,28,16504574,25459470,1,NA
21/08/2021,43119,982,29187505,43119,27303,554,94,31,16815098,25459470,1,NA
22/08/2021,44026,985,29460946,44026,27329,603,108,36,17011099,25459470,1,NA
23/08/2021,44922,988,29853027,44922,27371,641,112,37,17150654,25459470,1,NA
24/08/2021,45750,988,30064526,45750,27393,667,120,41,17440596,25459470,1,NA
25/08/2021,46728,990,30283252,46728,27419,708,128,47,17747787,25459470,1,NA
26/08/2021,47839,993,30541835,47839,27437,765,132,50,18083207,25459470,1,NA
27/08/2021,48815,995,30743658,48815,27456,836,134,56,18390297,25459470,1,NA
28/08/2021,49937,997,30951026,49937,27492,853,141,60,18706627,25459470,1,NA
29/08/2021,51257,1003,31123134,51257,27530,888,140,62,18927313,25459470,1,NA
30/08/2021,52612,1007,31350695,52612,27581,925,153,59,19085741,25459470,1,NA
31/08/2021,53851,1010,31561341,53851,27638,951,162,69,19362666,25459470,1,NA
1/09/2021,55093,1016,31821007,55093,27700,999,175,77,19697498,25459470,1,NA
2/09/2021,56575,1023,32024250,56575,27766,1047,184,77,20028084,25459470,1,NA
3/09/2021,58210,1036,32259945,58210,27849,1068,180,76,20329483,25459470,1,NA
4/09/2021,59951,1040,32461175,59951,27966,1138,198,77,20641758,25459470,1,NA
5/09/2021,61609,1043,32642848,61609,28057,1137,198,86,20855353,25459470,1,NA
6/09/2021,63155,1048,32851255,63155,28129,1187,200,82,20905173,25459470,1,NA
7/09/2021,64628,1056,33023840,64628,28230,1278,220,90,21244935,25459470,1,NA
8/09/2021,66318,1065,33227789,66318,28331,1276,226,94,21539586,25459470,1,NA
9/09/2021,68045,1070,33468061,68045,28427,1305,235,100,21850954,25459470,1,NA
10/09/2021,69911,1080,33668883,69911,28514,1319,244,109,22170011,25459470,1,NA
11/09/2021,71955,1088,33880475,71955,28607,1338,258,121,22473563,25459470,1,NA
12/09/2021,73605,1095,34054958,73605,28698,1379,257,121,22669372,25459470,1,NA
13/09/2021,75324,1102,34277304,75324,28778,1375,263,121,22802573,25459470,1,NA
14/09/2021,76895,1106,34464347,76895,28939,1442,279,128,23078749,25459470,1,NA
15/09/2021,78545,1120,34688089,78545,29130,1442,280,132,23362740,25459470,1,NA
16/09/2021,80402,1132,34911907,80402,29322,1444,284,132,23751922,25459470,1,NA
17/09/2021,82202,1145,35243329,82202,29521,1484,279,145,24054063,25459470,1,NA
18/09/2021,84056,1152,35449198,84056,29793,1456,291,164,24392438,25459470,1,NA
19/09/2021,85629,1166,35624140,85629,30027,1468,292,162,24619474,25459470,1,NA
20/09/2021,87101,1171,35829149,87101,30197,1442,298,164,24792054,25459470,1,NA
21/09/2021,88710,1182,36023894,88710,30474,1541,304,159,25113222,25459470,1,NA
22/09/2021,90372,1190,36245879,90372,30892,1518,302,161,25445232,25459470,1,NA
23/09/2021,92179,1200,36475743,92179,31220,1530,295,155,25782517,25459470,1,NA
24/09/2021,93943,1212,36691070,93943,31462,1512,300,158,26130313,25459470,1,NA
25/09/2021,95807,1224,36877256,95807,31864,1529,298,166,26441588,25459470,1,NA
26/09/2021,97539,1235,37046009,97539,32238,1493,299,174,26660961,25459470,1,NA
27/09/2021,99053,1249,37200063,99053,32422,1529,300,176,26806343,25459470,1,NA
